Year,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",tech industry supports employees with mental health issues?,Age,Gender,Country,Do you know the options for mental health care available under your employer-provided health coverage?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you *work* in?,What country do you <strong>work</strong> in?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,Does your employer offer resources to learn more about mental health concerns and options for seeking help?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,What country do you work in?
2017,True,,,No,I don't know,Yes,Somewhat easy,Yes,True,8.0,6.0,,,,,Yes,3.0,51.0,M,,United States of America,No,,,,,
2017,True,,,No,I don't know,Yes,Very easy,Yes,False,5.0,5.0,,,,,No,3.0,36.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,Yes,Yes,Somewhat easy,Maybe,False,6.0,6.0,,,,,No,3.0,40.0,M,,United States of America,Yes,,,,,
2017,True,,,No,Yes,I don't know,Somewhat difficult,No,False,8.0,5.0,,,,,No,3.0,39.0,M,,Canada,Yes,,,,,
2017,True,,,I don't know,I don't know,I don't know,Somewhat easy,Yes,False,6.0,7.0,,,,,No,3.0,32.0,F,,Netherlands,I don't know,,,,,
2017,False,,,Yes,No,No,Neither easy nor difficult,No,False,5.0,1.0,,,,,No,3.0,45.0,M,,United States of America,No,,,,,
2017,True,,,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,False,5.0,5.0,,,,,No,4.0,39.0,M,,United States of America,I don't know,,,,,
2017,True,,,Yes,Yes,Yes,Neither easy nor difficult,Maybe,False,7.0,5.0,,,,,Yes,4.0,46.0,m,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Somewhat difficult,No,False,6.0,3.0,,,,,No,3.0,34.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,No,I don't know,I don't know,Maybe,False,7.0,5.0,,,,,,3.0,30.0,M,,France,I don't know,,,,,
2017,True,,,No,No,I don't know,Very easy,Yes,True,10.0,10.0,,,,,,3.0,31.0,M,,United States of America,Not eligible for coverage / NA,,,,,
2017,True,,,No,No,No,Somewhat easy,No,False,8.0,4.0,,,,,Yes,2.0,28.0,M,,United States of America,Yes,,,,,
2017,False,,,No,No,Yes,Neither easy nor difficult,Maybe,True,2.0,2.0,,,,,Yes,2.0,32.0,M,,United Kingdom,Yes,,,,,
2017,True,,,I don't know,I don't know,I don't know,Difficult,Maybe,False,7.0,5.0,,,,,No,2.0,39.0,M,,United States of America,I don't know,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Yes,True,5.0,4.0,,,,,No,3.0,45.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,I don't know,Maybe,True,8.0,8.0,,,,,Yes,2.0,36.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Maybe,False,2.0,2.0,,,,,No,3.0,26.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,I don't know,Yes,False,0.0,5.0,,,,,No,2.0,55.0,F,,United States of America,I don't know,,,,,
2017,True,,,No,No,I don't know,I don't know,No,False,8.0,0.0,,,,,No,1.0,40.0,NB,,United States of America,Yes,,,,,
2017,False,,,No,No,I don't know,Somewhat difficult,Maybe,False,7.0,3.0,,,,,No,2.0,27.0,F,,United States of America,I don't know,,,,,
2017,False,,,I don't know,Yes,Yes,Neither easy nor difficult,Maybe,False,10.0,7.0,,,,,Yes,2.0,45.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Difficult,Yes,False,5.0,0.0,,,,,No,2.0,34.0,F,,United States of America,No,,,,,
2017,False,,,No,No,I don't know,Somewhat difficult,Yes,False,3.0,3.0,,,,,No,2.0,31.0,M,,United States of America,I don't know,,,,,
2017,False,,,No,I don't know,I don't know,Neither easy nor difficult,Yes,False,9.0,9.0,,,,,Yes,3.0,40.0,M,,United States of America,Yes,,,,,
2017,False,,,No,No,Yes,Somewhat easy,Yes,True,5.0,2.0,,,,,Yes,3.0,41.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,I don't know,Maybe,False,8.0,6.0,,,,,No,3.0,39.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,I don't know,Somewhat difficult,No,False,7.0,0.0,,,,,Yes,2.0,39.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Somewhat easy,Maybe,False,5.0,3.0,,,,,No,2.0,37.0,m,,United States of America,I don't know,,,,,
2017,False,,,Yes,No,Yes,Very easy,No,False,8.0,0.0,,,,,No,4.0,32.0,M,,France,Yes,,,,,
2017,True,,,I don't know,I don't know,I don't know,Somewhat easy,Maybe,False,8.0,8.0,,,,,,4.0,24.0,M,,France,I don't know,,,,,
2017,True,,,I don't know,I don't know,I don't know,Very easy,Yes,False,9.0,9.0,,,,,,4.0,40.0,F,,France,Not eligible for coverage / NA,,,,,
2017,False,,,No,No,I don't know,Neither easy nor difficult,No,False,0.0,4.0,,,,,No,4.0,25.0,M,,United States of America,Yes,,,,,
2017,True,,,No,Yes,Yes,I don't know,Maybe,True,5.0,7.0,,,,,Yes,2.0,49.0,M,,United Kingdom,Yes,,,,,
2017,False,,,No,No,I don't know,Somewhat easy,Maybe,True,3.0,3.0,,,,,No,4.0,28.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,I don't know,Very easy,Maybe,True,8.0,7.0,,,,,,4.0,22.0,M,,United States of America,Not eligible for coverage / NA,,,,,
2017,True,,,No,Yes,I don't know,Somewhat easy,Yes,False,7.0,5.0,,,,,No,2.0,41.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Very easy,Yes,False,5.0,3.0,,,,,,3.0,36.0,M,,United States of America,No,,,,,
2017,True,,,No,I don't know,I don't know,Somewhat easy,Maybe,False,5.0,5.0,,,,,No,3.0,32.0,M,,United States of America,I don't know,,,,,
2017,False,,,No,No,Yes,Difficult,Yes,False,7.0,3.0,,,,,No,3.0,23.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,Yes,Neither easy nor difficult,Yes,True,8.0,7.0,,,,,Yes,4.0,53.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,Yes,Difficult,No,True,7.0,3.0,,,,,Yes,2.0,34.0,M,,United States of America,Yes,,,,,
2017,False,,,Yes,No,Yes,Somewhat difficult,No,False,5.0,3.0,,,,,Yes,2.0,30.0,M,,United States of America,No,,,,,
2017,True,,,No,I don't know,I don't know,Somewhat easy,Yes,False,7.0,5.0,,,,,No,3.0,30.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,Yes,Yes,I don't know,Yes,False,10.0,5.0,,,,,Yes,2.0,22.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat difficult,Yes,True,3.0,3.0,,,,,No,2.0,27.0,F,,United States of America,I don't know,,,,,
2017,True,,,Yes,No,Yes,Somewhat easy,Yes,True,7.0,8.0,,,,,Yes,2.0,33.0,F,,United States of America,Yes,,,,,
2017,True,,,No,Yes,I don't know,Somewhat difficult,No,False,4.0,5.0,,,,,Yes,2.0,28.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Somewhat easy,No,False,5.0,5.0,,,,,No,3.0,36.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,Yes,Very easy,Yes,False,10.0,8.0,,,,,No,3.0,25.0,F,,United States of America,I don't know,,,,,
2017,False,,,No,No,I don't know,Difficult,No,False,8.0,5.0,,,,,No,3.0,30.0,F,,United States of America,Not eligible for coverage / NA,,,,,
2017,False,,,No,Yes,I don't know,I don't know,Yes,False,7.0,3.0,,,,,No,3.0,39.0,M,,United States of America,Yes,,,,,
2017,True,,,I don't know,No,I don't know,Neither easy nor difficult,Maybe,True,9.0,6.0,,,,,No,3.0,31.0,NB,,United States of America,Yes,,,,,
2017,False,,,Yes,Yes,I don't know,Somewhat difficult,Maybe,False,6.0,5.0,,,,,Yes,3.0,48.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Very easy,Maybe,False,5.0,5.0,,,,,No,2.0,43.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,No,No,Very easy,Maybe,False,6.0,3.0,,,,,No,2.0,35.0,M,,United States of America,Yes,,,,,
2017,False,,,Yes,No,I don't know,I don't know,Maybe,False,10.0,0.0,,,,,No,3.0,31.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,No,Neither easy nor difficult,No,False,5.0,5.0,,,,,,5.0,28.0,M,,India,No,,,,,
2017,True,,,No,I don't know,I don't know,Somewhat difficult,Maybe,False,7.0,5.0,,,,,,4.0,27.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,I don't know,Neither easy nor difficult,Yes,False,8.0,8.0,,,,,No,3.0,28.0,M,,United States of America,I don't know,,,,,
2017,True,,,I don't know,Yes,Yes,Somewhat difficult,No,False,9.0,5.0,,,,,Yes,3.0,43.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Difficult,Maybe,False,8.0,5.0,,,,,Yes,3.0,31.0,F,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,Yes,I don't know,No,False,5.0,2.0,,,,,No,2.0,37.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Yes,True,7.0,7.0,,,,,Yes,2.0,36.0,M,,United States of America,Yes,,,,,
2017,True,,,No,Yes,Yes,Very easy,Yes,False,7.0,4.0,,,,,Yes,1.0,42.0,F,,United States of America,Yes,,,,,
2017,True,,,I don't know,Yes,Yes,Somewhat easy,No,False,8.0,7.0,,,,,Yes,2.0,29.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,I don't know,Somewhat easy,No,False,8.0,6.0,,,,,Yes,3.0,41.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,I don't know,Yes,I don't know,Yes,False,7.0,6.0,,,,,Yes,4.0,53.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Difficult,No,False,4.0,0.0,,,,,No,1.0,44.0,M,,United States of America,I don't know,,,,,
2017,False,,,I don't know,Yes,I don't know,I don't know,Maybe,False,5.0,5.0,,,,,Yes,3.0,37.0,F,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Neither easy nor difficult,Maybe,True,5.0,5.0,,,,,No,3.0,57.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Very easy,Yes,False,6.0,4.0,,,,,Yes,3.0,47.0,M,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Neither easy nor difficult,Yes,False,9.0,6.0,,,,,Yes,2.0,34.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,Yes,Somewhat easy,Yes,True,4.0,5.0,,,,,Yes,4.0,29.0,M,,United States of America,Yes,,,,,
2017,False,,,No,No,I don't know,Difficult,No,False,7.0,0.0,,,,,No,1.0,38.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,Yes,Very easy,Yes,False,6.0,6.0,,,,,No,3.0,41.0,M,,United Kingdom,I don't know,,,,,
2017,True,,,I don't know,No,Yes,Very easy,Yes,True,8.0,4.0,,,,,No,3.0,40.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,No,Very easy,Yes,True,6.0,4.0,,,,,Yes,2.0,30.0,M,,United States of America,Yes,,,,,
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,39.0,M,,,,,No,Very easy,Yes,United Kingdom
2016,True,No,,Yes,,Yes,,,,,,,,,,,,29.0,M,,,,Yes,Yes,Somewhat easy,Yes,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,38.0,M ,,,,,No,Neither easy nor difficult,Maybe,United Kingdom
2016,False,Yes,,No,,No,,,,,,,,,,,,43.0,F,,,,Yes,No,Neither easy nor difficult,No,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,42.0,M,,,,I am not sure,Yes,Somewhat easy,Yes,United Kingdom
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,30.0,M,,,,No,No,Somewhat easy,Yes,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,37.0,F,,,,Yes,Yes,Very easy,Yes,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,44.0,F,,,,No,No,Very difficult,Maybe,United States of America
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,28.0,M,,,,I am not sure,Yes,Very easy,Yes,United States of America
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,34.0,M,,,,Yes,I don't know,Somewhat difficult,No,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,30.0,F,,,,I am not sure,No,Very easy,Yes,United States of America
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,44.0,M,,,,Yes,Yes,Somewhat easy,Maybe,Canada
2016,True,Yes,,No,,Yes,,,,,,,,,,,,35.0,M,,,,Yes,I don't know,Very easy,Yes,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,52.0,m,,,,No,I don't know,Neither easy nor difficult,Maybe,United States of America
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,32.0,NB,,,,No,No,Very difficult,Maybe,Canada
2016,True,No,,No,,I don't know,,,,,,,,,,,,34.0,M,,,,No,No,I don't know,Maybe,United Kingdom
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,31.0,M,,,,No,No,I don't know,No,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,26.0,M,,,,,No,Very easy,Yes,United States of America
2016,False,Yes,,Yes,,I don't know,,,,,,,,,,,,35.0,M,,,,No,I don't know,Somewhat easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,25.0,M,,,,Yes,No,Very easy,No,Germany
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,33.0,M,,,,Yes,No,Somewhat difficult,Maybe,Canada
2016,False,Yes,,I don't know,,Yes,,,,,,,,,,,,42.0,M,,,,Yes,Yes,Very easy,Maybe,Germany
2016,False,No,,No,,I don't know,,,,,,,,,,,,27.0,M,,,,No,No,Very difficult,No,Netherlands
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,35.0,M,,,,No,No,Somewhat difficult,No,Germany
2016,False,I don't know,,Yes,,I don't know,,,,,,,,,,,,34.0,F,,,,No,Yes,Neither easy nor difficult,Maybe,United Kingdom
2016,True,Not eligible for coverage / N/A,,No,,Yes,,,,,,,,,,,,32.0,NB,,,,,No,Somewhat easy,Yes,United Kingdom
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,32.0,NB,,,,Yes,No,Somewhat easy,Maybe,Germany
2016,True,Yes,,No,,Yes,,,,,,,,,,,,30.0,M,,,,Yes,Yes,Very easy,Yes,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,31.0,M,,,,I am not sure,No,Very easy,Maybe,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,36.0,M,,,,I am not sure,I don't know,Very easy,Yes,United Kingdom
2016,True,No,,No,,I don't know,,,,,,,,,,,,33.0,M,,,,No,Yes,Somewhat easy,No,Germany
2016,True,Yes,,No,,Yes,,,,,,,,,,,,44.0,M,,,,I am not sure,Yes,Very easy,Maybe,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,29.0,M,,,,Yes,No,Somewhat easy,Yes,United Kingdom
2016,True,No,,Yes,,I don't know,,,,,,,,,,,,29.0,M,,,,I am not sure,No,Somewhat easy,Yes,United Kingdom
2016,True,Yes,,I don't know,,I don't know,,,,,,,,,,,,44.0,M,,,,Yes,I don't know,Neither easy nor difficult,Yes,Canada
2016,True,Yes,,No,,Yes,,,,,,,,,,,,40.0,M,,,,I am not sure,I don't know,Somewhat easy,Yes,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,46.0,F,,,,I am not sure,No,Somewhat difficult,Yes,Netherlands
2016,False,No,,No,,No,,,,,,,,,,,,41.0,M,,,,I am not sure,No,Somewhat difficult,No,United States of America
2016,True,Yes,,I don't know,,I don't know,,,,,,,,,,,,33.0,M,,,,Yes,Yes,Somewhat easy,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,45.0,M,,,,No,I don't know,I don't know,Maybe,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,37.0,F,,,,Yes,No,Very easy,Maybe,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,37.0,M,,,,,No,Somewhat easy,No,Australia
2016,True,Yes,,No,,Yes,,,,,,,,,,,,27.0,M,,,,Yes,No,Very easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,36.0,M,,,,Yes,Yes,Somewhat difficult,Yes,United States of America
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,34.0,M,,,,Yes,No,I don't know,Maybe,United States of America
2016,False,Yes,,Yes,,I don't know,,,,,,,,,,,,31.0,F,,,,No,Yes,Somewhat difficult,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,30.0,M,,,,Yes,Yes,Somewhat easy,Yes,United States of America
2016,False,Yes,,No,,Yes,,,,,,,,,,,,32.0,M,,,,Yes,I don't know,Somewhat difficult,Yes,Canada
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,40.0,F,,,,I am not sure,No,Somewhat difficult,Maybe,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,40.0,M,,,,No,No,Neither easy nor difficult,No,United States of America
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,41.0,M,,,,I am not sure,Yes,Neither easy nor difficult,Yes,France
2016,False,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,27.0,M,,,,,No,Very difficult,Maybe,United Kingdom
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,30.0,M,,,,Yes,No,Somewhat easy,Yes,United States of America
2016,False,No,,No,,I don't know,,,,,,,,,,,,35.0,F,,,,Yes,No,Somewhat difficult,Maybe,United States of America
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,29.0,M,,,,I am not sure,Yes,Neither easy nor difficult,No,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,28.0,M,,,,I am not sure,I don't know,I don't know,Maybe,United States of America
2016,False,No,,No,,Yes,,,,,,,,,,,,27.0,M,,,,Yes,I don't know,Very easy,Yes,Netherlands
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,28.0,M,,,,I am not sure,I don't know,Neither easy nor difficult,Maybe,Belgium
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,46.0,M,,,,No,No,Very difficult,No,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,40.0,M,,,,No,I don't know,Very easy,Yes,Netherlands
2016,True,Yes,,No,,Yes,,,,,,,,,,,,37.0,M,,,,Yes,No,Very easy,Yes,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,41.0,M,,,,,No,Very easy,Yes,Netherlands
2016,True,I don't know,,No,,No,,,,,,,,,,,,38.0,F,,,,I am not sure,No,Somewhat easy,Maybe,Netherlands
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,33.0,M ,,,,I am not sure,I don't know,Somewhat difficult,No,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,33.0,M,,,,Yes,Yes,Very easy,Yes,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,21.0,M,,,,Yes,I don't know,I don't know,Yes,United Kingdom
2016,True,No,,No,,I don't know,,,,,,,,,,,,36.0,M,,,,No,No,Very difficult,No,Brazil
2016,True,I don't know,,No,,Yes,,,,,,,,,,,,35.0,M,,,,I am not sure,I don't know,Somewhat easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,45.0,M,,,,No,I don't know,Neither easy nor difficult,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,41.0,M,,,,No,No,Somewhat difficult,Maybe,Canada
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,35.0,M,,,,I am not sure,I don't know,Somewhat difficult,No,United Kingdom
2016,True,I don't know,,Yes,,Yes,,,,,,,,,,,,24.0,F,,,,I am not sure,Yes,Very easy,Maybe,United States of America
2016,False,No,,No,,I don't know,,,,,,,,,,,,33.0,M,,,,,No,I don't know,No,Brazil
2016,True,Yes,,I don't know,,I don't know,,,,,,,,,,,,35.0,M,,,,Yes,Yes,Neither easy nor difficult,Maybe,United States of America
2016,True,No,,Yes,,I don't know,,,,,,,,,,,,26.0,M,,,,,I don't know,Neither easy nor difficult,Yes,United Kingdom
2016,True,No,,No,,I don't know,,,,,,,,,,,,17.0,M,,,,,No,Somewhat difficult,Yes,Brazil
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,29.0,F,,,,I am not sure,No,Neither easy nor difficult,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,26.0,M,,,,I am not sure,I don't know,Neither easy nor difficult,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,36.0,F,,,,I am not sure,I don't know,Very easy,Maybe,United States of America
2016,True,I don't know,,Yes,,Yes,,,,,,,,,,,,46.0,M,,,,I am not sure,I don't know,I don't know,No,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,28.0,F,,,,Yes,No,Somewhat difficult,Yes,United States of America
2016,True,Yes,,I don't know,,I don't know,,,,,,,,,,,,40.0,M,,,,No,I don't know,Neither easy nor difficult,No,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,23.0,M,,,,No,No,I don't know,Yes,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,30.0,M,,,,I am not sure,No,Neither easy nor difficult,Yes,United States of America
2016,True,I don't know,,I don't know,,I don't know,,,,,,,,,,,,28.0,F,,,,I am not sure,I don't know,Very easy,No,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,27.0,M,,,,I am not sure,No,Somewhat difficult,Maybe,Netherlands
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,39.0,f,,,,Yes,No,Somewhat difficult,No,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,34.0,F,,,,Yes,Yes,I don't know,Maybe,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,30.0,M,,,,Yes,No,Very easy,Yes,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,31.0,M,,,,No,I don't know,Somewhat easy,Yes,United States of America
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,30.0,M,,,,Yes,Yes,Very easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,I am not sure,I don't know,Somewhat difficult,No,United States of America
2016,False,Yes,,No,,Yes,,,,,,,,,,,,51.0,M,,,,Yes,Yes,I don't know,Maybe,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,26.0,M,,,,No,No,I don't know,Yes,United States of America
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,41.0,f,,,,Yes,Yes,Somewhat easy,Yes,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,39.0,F,,,,I am not sure,I don't know,Neither easy nor difficult,Maybe,United States of America
2016,True,Yes,,No,,No,,,,,,,,,,,,43.0,M,,,,No,No,Neither easy nor difficult,No,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,30.0,M,,,,I am not sure,No,Neither easy nor difficult,Yes,United Kingdom
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,24.0,F,,,,Yes,I don't know,Very easy,Yes,United States of America
2016,False,No,,No,,I don't know,,,,,,,,,,,,28.0,F,,,,Yes,No,Somewhat difficult,Maybe,Germany
2016,False,I don't know,,Yes,,I don't know,,,,,,,,,,,,36.0,F,,,,No,No,Very difficult,No,United States of America
2016,True,I don't know,,I don't know,,I don't know,,,,,,,,,,,,34.0,M,,,,No,I don't know,Very easy,Yes,France
2016,True,Yes,,No,,No,,,,,,,,,,,,44.0,F,,,,No,No,Somewhat easy,Maybe,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,45.0,M,,,,I am not sure,I don't know,Very difficult,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,45.0,M,,,,No,I don't know,Somewhat difficult,No,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,30.0,M,,,,I am not sure,No,Somewhat difficult,Yes,United States of America
2016,False,Yes,,No,,Yes,,,,,,,,,,,,34.0,M,,,,No,Yes,I don't know,Yes,United States of America
2016,True,I don't know,,Yes,,I don't know,,,,,,,,,,,,37.0,M,,,,No,I don't know,Neither easy nor difficult,Yes,United States of America
2016,False,Yes,,No,,Yes,,,,,,,,,,,,38.0,M,,,,I am not sure,I don't know,I don't know,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,31.0,M,,,,No,I don't know,I don't know,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,33.0,M,,,,I am not sure,I don't know,Somewhat easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,29.0,F,,,,Yes,I don't know,Somewhat difficult,No,United States of America
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,35.0,M,,,,Yes,Yes,Somewhat easy,Yes,United States of America
2016,True,No,,No,,No,,,,,,,,,,,,42.0,NB,,,,Yes,No,Very difficult,No,Canada
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,26.0,F,,,,No,I don't know,I don't know,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,36.0,f,,,,No,I don't know,I don't know,Yes,United States of America
2016,True,I don't know,,I don't know,,I don't know,,,,,,,,,,,,21.0,M,,,,I am not sure,No,I don't know,Maybe,United Kingdom
2016,True,Yes,,No,,No,,,,,,,,,,,,34.0,F,,,,I am not sure,No,Somewhat easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,35.0,M,,,,No,No,Very difficult,Maybe,United States of America
2016,True,Yes,,No,,No,,,,,,,,,,,,44.0,M,,,,Yes,I don't know,Somewhat easy,Yes,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,35.0,NB,,,,No,I don't know,Somewhat difficult,Yes,Canada
2016,True,No,,No,,I don't know,,,,,,,,,,,,45.0,m,,,,,No,Very difficult,No,United States of America
