Year,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",tech industry supports employees with mental health issues?,Age,Gender,Country,Do you know the options for mental health care available under your employer-provided health coverage?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you *work* in?,What country do you <strong>work</strong> in?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,Does your employer offer resources to learn more about mental health concerns and options for seeking help?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,What country do you work in?
2017,True,,,No,I don't know,I don't know,Somewhat easy,Maybe,True,6.0,3.0,,,,,No,4.0,29.0,F,,United States of America,I don't know,,,,,
2017,False,,,I don't know,Yes,I don't know,Neither easy nor difficult,Maybe,False,2.0,2.0,,,,,No,2.0,38.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Maybe,False,8.0,8.0,,,,,No,2.0,29.0,M,,Canada,I don't know,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Yes,True,6.0,6.0,,,,,No,3.0,37.0,M,,United States of America,I don't know,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Maybe,True,8.0,8.0,,,,,Yes,2.0,29.0,F,,United States of America,Yes,,,,,
2017,True,,,I don't know,I don't know,I don't know,Somewhat easy,Yes,False,8.0,8.0,,,,,,4.0,27.0,F,,United States of America,Not eligible for coverage / NA,,,,,
2017,False,,,No,No,I don't know,I don't know,Yes,False,7.0,5.0,,,,,No,3.0,38.0,F,,United States of America,I don't know,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Yes,True,9.0,9.0,,,,,Yes,4.0,29.0,M,,Switzerland,Yes,,,,,
2017,False,,,No,No,No,Somewhat difficult,No,False,5.0,0.0,,,,,,1.0,24.0,M,,United Kingdom,No,,,,,
2017,True,,,Yes,No,I don't know,Somewhat easy,Yes,True,10.0,8.0,,,,,No,2.0,30.0,F,,United Kingdom,No,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Maybe,False,8.0,8.0,,,,,Yes,4.0,32.0,M,,United States of America,Yes,,,,,
2017,True,,,Yes,I don't know,Yes,Somewhat easy,Yes,True,7.0,7.0,,,,,Yes,3.0,37.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,No,False,8.0,2.0,,,,,No,1.0,34.0,M,,New Zealand,No,,,,,
2017,True,,,Yes,Yes,Yes,Very easy,Yes,True,7.0,10.0,,,,,Yes,5.0,52.0,m,,United States of America,Yes,,,,,
2017,False,,,No,I don't know,I don't know,Difficult,No,False,8.0,0.0,,,,,Yes,1.0,36.0,M,,United States of America,Yes,,,,,
2017,False,,,No,I don't know,Yes,Neither easy nor difficult,No,True,5.0,5.0,,,,,No,2.0,52.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,Yes,Very easy,Maybe,True,10.0,10.0,,,,,Yes,1.0,49.0,F,,United States of America,Yes,,,,,
2017,True,,,I don't know,Yes,I don't know,I don't know,Maybe,True,10.0,6.0,,,,,Yes,2.0,30.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Very easy,Yes,True,5.0,6.0,,,,,No,4.0,41.0,M,,Australia,Not eligible for coverage / NA,,,,,
2017,False,,,No,I don't know,I don't know,Somewhat easy,Yes,False,9.0,7.0,,,,,No,3.0,29.0,M,,United States of America,I don't know,,,,,
2017,True,,,Yes,Yes,I don't know,Very easy,No,False,7.0,10.0,,,,,Yes,1.0,37.0,NB,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Very easy,Maybe,True,8.0,8.0,,,,,Yes,3.0,29.0,F,,United States of America,Yes,,,,,
2017,True,,,No,Yes,Yes,Very easy,Yes,True,8.0,6.0,,,,,Yes,3.0,39.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,I don't know,Very easy,Yes,True,5.0,5.0,,,,,Yes,3.0,30.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,No,Yes,Somewhat easy,Yes,True,10.0,8.0,,,,,Yes,2.0,23.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Maybe,False,7.0,7.0,,,,,No,3.0,29.0,F,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,Yes,Very easy,Yes,True,7.0,8.0,,,,,Yes,2.0,38.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,I don't know,No,False,7.0,3.0,,,,,Yes,1.0,41.0,F,,United States of America,Yes,,,,,
2017,True,,,No,Yes,I don't know,Very easy,Yes,False,5.0,7.0,,,,,Yes,3.0,47.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat difficult,Maybe,False,7.0,5.0,,,,,Yes,1.0,56.0,F,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Difficult,No,False,4.0,3.0,,,,,No,2.0,22.0,M,,United States of America,I don't know,,,,,
2017,True,,,Yes,Yes,Yes,Very easy,Yes,True,7.0,8.0,,,,,Yes,2.0,32.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,No,Somewhat easy,No,False,5.0,3.0,,,,,No,4.0,30.0,F,,United States of America,I don't know,,,,,
2017,True,,,No,No,I don't know,Neither easy nor difficult,No,False,7.0,4.0,,,,,No,1.0,31.0,NB,,United States of America,Yes,,,,,
2017,True,,,I don't know,Yes,Yes,Very easy,Yes,True,7.0,5.0,,,,,Yes,3.0,36.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,Yes,Somewhat easy,Maybe,True,5.0,3.0,,,,,Yes,1.0,32.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Yes,True,10.0,10.0,,,,,Yes,2.0,37.0,F,,United States of America,Yes,,,,,
2017,False,,,No,No,Yes,Somewhat difficult,Maybe,False,8.0,7.0,,,,,No,3.0,29.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,No,False,3.0,5.0,,,,,Yes,3.0,31.0,F,,United States of America,Yes,,,,,
2017,True,,,No,Yes,I don't know,Neither easy nor difficult,Maybe,False,5.0,5.0,,,,,Yes,3.0,39.0,M,,United States of America,Yes,,,,,
2017,False,,,Yes,Yes,No,Neither easy nor difficult,Yes,False,7.0,8.0,,,,,No,2.0,36.0,M,,Japan,I don't know,,,,,
2017,True,,,No,I don't know,I don't know,Neither easy nor difficult,No,False,7.0,5.0,,,,,No,2.0,38.0,M,,United Kingdom,I don't know,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Maybe,False,9.0,9.0,,,,,No,4.0,33.0,F,,United States of America,Yes,,,,,
2017,True,,,I don't know,No,I don't know,Neither easy nor difficult,Yes,True,8.0,8.0,,,,,No,2.0,38.0,M,,Turkey,No,,,,,
2017,True,,,Yes,I don't know,I don't know,Neither easy nor difficult,Yes,False,5.0,5.0,,,,,No,4.0,36.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Maybe,False,0.0,0.0,,,,,,1.0,30.0,F,,United States of America,No,,,,,
2017,True,,,Yes,Yes,I don't know,Somewhat difficult,Yes,True,6.0,6.0,,,,,Yes,2.0,38.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,No,True,6.0,6.0,,,,,,2.0,35.0,F,,Canada,No,,,,,
2017,True,,,No,No,Yes,Somewhat difficult,Yes,True,7.0,5.0,,,,,No,2.0,26.0,M,,United States of America,Yes,,,,,
2017,False,,,No,Yes,Yes,I don't know,Yes,False,7.0,7.0,,,,,Yes,2.0,25.0,M,,United Kingdom,I don't know,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat difficult,No,False,7.0,8.0,,,,,Yes,2.0,40.0,M,,United States of America,Not eligible for coverage / NA,,,,,
2017,True,,,No,No,Yes,Very easy,Yes,False,6.0,2.0,,,,,Yes,1.0,31.0,M,,Canada,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Neither easy nor difficult,Maybe,False,8.0,6.0,,,,,No,2.0,49.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Very easy,No,False,7.0,6.0,,,,,No,2.0,30.0,M,,Netherlands,I don't know,,,,,
2017,False,,,No,I don't know,I don't know,I don't know,Maybe,False,5.0,4.0,,,,,No,3.0,35.0,M,,United States of America,I don't know,,,,,
2017,False,,,Yes,No,I don't know,I don't know,Yes,False,3.0,1.0,,,,,Yes,2.0,46.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,Yes,Neither easy nor difficult,Yes,False,10.0,8.0,,,,,Yes,3.0,29.0,F,,United States of America,I don't know,,,,,
2017,False,,,No,No,I don't know,Very easy,No,False,2.0,2.0,,,,,Yes,4.0,22.0,M,,United States of America,Yes,,,,,
2017,True,,,No,Yes,Yes,Very easy,Maybe,False,7.0,9.0,,,,,,2.0,50.0,F,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Very easy,Yes,False,5.0,5.0,,,,,No,2.0,39.0,M,,United States of America,I don't know,,,,,
2017,False,,,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,True,9.0,7.0,,,,,No,3.0,40.0,M,,United Kingdom,No,,,,,
2017,True,,,I don't know,Yes,I don't know,I don't know,Maybe,False,5.0,5.0,,,,,Yes,3.0,31.0,M,,United States of America,Yes,,,,,
2017,False,,,No,I don't know,I don't know,Difficult,No,False,9.0,9.0,,,,,Yes,1.0,45.0,M,,United States of America,Yes,,,,,
2017,True,,,I don't know,Yes,I don't know,Somewhat easy,No,False,5.0,7.0,,,,,No,3.0,31.0,F,,United States of America,Yes,,,,,
2017,True,,,No,Yes,Yes,Very easy,Yes,False,5.0,9.0,,,,,Yes,3.0,25.0,F,,United States of America,Yes,,,,,
2017,False,,,No,No,Yes,I don't know,No,False,10.0,5.0,,,,,Yes,2.0,28.0,F,,United States of America,I don't know,,,,,
2017,True,,,Yes,Yes,I don't know,I don't know,Maybe,False,7.0,7.0,,,,,No,2.0,37.0,M,,United Kingdom,Yes,,,,,
2017,True,,,No,No,No,Neither easy nor difficult,Maybe,False,6.0,4.0,,,,,,4.0,54.0,M,,United States of America,No,,,,,
2017,True,,,Yes,Yes,Yes,I don't know,No,False,10.0,6.0,,,,,Yes,2.0,45.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,I don't know,Yes,True,5.0,3.0,,,,,Yes,3.0,36.0,M,,United States of America,Yes,,,,,
2017,False,,,Yes,Yes,Yes,Somewhat difficult,Maybe,False,6.0,6.0,,,,,Yes,3.0,34.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Very easy,Maybe,False,10.0,10.0,,,,,Yes,3.0,28.0,M,,United States of America,Yes,,,,,
2017,False,,,No,Yes,Yes,Somewhat easy,Yes,False,6.0,4.0,,,,,Yes,3.0,32.0,M,,United States of America,Yes,,,,,
2017,True,,,I don't know,Yes,I don't know,Difficult,Maybe,False,7.0,6.0,,,,,No,2.0,52.0,F,,United States of America,I don't know,,,,,
2017,True,,,No,No,I don't know,Somewhat difficult,Yes,False,5.0,5.0,,,,,No,3.0,33.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,I don't know,Somewhat easy,Maybe,False,7.0,6.0,,,,,No,2.0,41.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Maybe,False,10.0,10.0,,,,,No,3.0,25.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,Yes,Neither easy nor difficult,Yes,False,9.0,2.0,,,,,Yes,3.0,36.0,NB,,United States of America,Yes,,,,,
2017,True,,,Yes,No,Yes,Somewhat easy,No,False,5.0,6.0,,,,,No,4.0,23.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Yes,False,5.0,4.0,,,,,Yes,2.0,37.0,m,,Canada,No,,,,,
2017,False,,,Yes,Yes,Yes,I don't know,Yes,False,6.0,6.0,,,,,Yes,3.0,42.0,M,,United States of America,Yes,,,,,
2017,False,,,No,No,I don't know,Difficult,Maybe,True,7.0,5.0,,,,,No,4.0,35.0,F,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,Yes,Somewhat difficult,Yes,True,8.0,8.0,,,,,Yes,3.0,32.0,F,,United States of America,Yes,,,,,
2017,True,,,I don't know,I don't know,Yes,Very easy,Maybe,False,4.0,7.0,,,,,No,3.0,23.0,M,,United States of America,I don't know,,,,,
2017,True,,,Yes,I don't know,I don't know,Somewhat easy,Yes,True,6.0,6.0,,,,,Yes,4.0,35.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Yes,True,5.0,5.0,,,,,Yes,3.0,34.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,I don't know,Yes,Very easy,No,False,8.0,9.0,,,,,No,3.0,24.0,F,,United States of America,I don't know,,,,,
2017,True,,,No,Yes,I don't know,Somewhat easy,Yes,True,7.0,7.0,,,,,Yes,3.0,38.0,m,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,No,True,5.0,5.0,,,,,,3.0,42.0,M,,United Kingdom,No,,,,,
2017,True,,,No,Yes,Yes,Very easy,Maybe,False,8.0,8.0,,,,,Yes,4.0,23.0,F,,United States of America,Yes,,,,,
2017,True,,,I don't know,Yes,I don't know,Very easy,Maybe,True,7.0,6.0,,,,,Yes,3.0,39.0,NB,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,I don't know,I don't know,Maybe,False,6.0,5.0,,,,,No,3.0,30.0,M,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,I don't know,Very easy,Yes,True,10.0,10.0,,,,,Yes,4.0,35.0,F,,United States of America,Yes,,,,,
2017,True,,,No,Yes,Yes,Somewhat easy,Maybe,False,1.0,4.0,,,,,Yes,1.0,29.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,No,I don't know,Somewhat difficult,Yes,False,8.0,8.0,,,,,No,3.0,24.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,I don't know,I don't know,Somewhat easy,No,False,7.0,5.0,,,,,No,1.0,35.0,m,,United States of America,Yes,,,,,
2017,True,,,No,No,Yes,Neither easy nor difficult,Yes,True,5.0,3.0,,,,,Yes,1.0,30.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,Yes,Neither easy nor difficult,Yes,True,7.0,7.0,,,,,No,3.0,28.0,F,,United States of America,I don't know,,,,,
2017,True,,,Yes,I don't know,Yes,Somewhat easy,Maybe,False,5.0,6.0,,,,,Yes,4.0,32.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Very easy,Maybe,False,10.0,8.0,,,,,Yes,4.0,34.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Very easy,Maybe,False,2.0,5.0,,,,,Yes,2.0,33.0,M,,United States of America,Yes,,,,,
2017,True,,,Yes,I don't know,I don't know,Somewhat easy,Yes,True,10.0,7.0,,,,,Yes,4.0,32.0,M,,United States of America,Yes,,,,,
2017,True,,,No,Yes,I don't know,I don't know,Yes,True,7.0,5.0,,,,,No,3.0,27.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,No,I don't know,I don't know,Maybe,False,8.0,8.0,,,,,Yes,4.0,23.0,F,,United States of America,Yes,,,,,
2017,False,,,No,I don't know,Yes,Very easy,Maybe,True,7.0,7.0,,,,,,2.0,30.0,M,,Netherlands,Not eligible for coverage / NA,,,,,
2017,True,,,Yes,I don't know,I don't know,Very easy,Yes,True,7.0,7.0,,,,,Yes,5.0,24.0,M,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,I don't know,Very easy,Yes,True,7.0,8.0,,,,,Yes,4.0,34.0,F,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Very easy,Maybe,False,8.0,8.0,,,,,Yes,3.0,32.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat difficult,Maybe,False,5.0,4.0,,,,,No,1.0,41.0,F,,United States of America,I don't know,,,,,
2017,True,,,No,No,I don't know,I don't know,No,False,5.0,2.0,,,,,Yes,3.0,37.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,Neither easy nor difficult,Yes,False,10.0,7.0,,,,,No,3.0,26.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,Yes,Very easy,Yes,False,10.0,7.0,,,,,,1.0,24.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,No,Yes,Very easy,Yes,True,3.0,5.0,,,,,Yes,2.0,44.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,Yes,Somewhat difficult,Maybe,False,6.0,3.0,,,,,No,2.0,40.0,M,,Germany,I don't know,,,,,
2017,False,,,Yes,Yes,I don't know,I don't know,Maybe,True,8.0,5.0,,,,,No,3.0,27.0,NB,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Maybe,False,4.0,3.0,,,,,No,3.0,40.0,M,,United States of America,I don't know,,,,,
2017,False,,,Yes,Yes,Yes,Very easy,Yes,True,8.0,7.0,,,,,Yes,4.0,38.0,NB,,United States of America,Yes,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Yes,True,7.0,5.0,,,,,Yes,3.0,34.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,I don't know,No,False,8.0,4.0,,,,,Yes,3.0,27.0,F,,United States of America,Yes,,,,,
2017,False,,,No,I don't know,I don't know,I don't know,Maybe,False,8.0,6.0,,,,,No,2.0,34.0,M ,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Very easy,Maybe,False,3.0,0.0,,,,,,2.0,26.0,M,,United States of America,No,,,,,
2017,True,,,No,Yes,Yes,Very easy,Yes,True,7.0,4.0,,,,,No,3.0,39.0,M,,United States of America,Yes,,,,,
2017,False,,,Yes,Yes,I don't know,Somewhat easy,Yes,True,3.0,3.0,,,,,,2.0,33.0,NB,,United Kingdom,No,,,,,
2017,False,,,No,No,I don't know,I don't know,No,True,7.0,1.0,,,,,Yes,3.0,37.0,F,,United States of America,Yes,,,,,
2017,False,,,Yes,I don't know,I don't know,Somewhat easy,Maybe,False,5.0,5.0,,,,,No,3.0,30.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,No,I don't know,Very easy,Maybe,False,3.0,3.0,,,,,,2.0,22.0,M,,United Kingdom,No,,,,,
2017,True,,,No,I don't know,I don't know,Very easy,Yes,False,6.0,8.0,,,,,,3.0,51.0,F,,United States of America,I don't know,,,,,
2017,False,,,I don't know,I don't know,I don't know,Somewhat difficult,No,False,5.0,5.0,,,,,Yes,2.0,24.0,M ,,United States of America,Yes,,,,,
2017,True,,,No,Yes,Yes,Somewhat easy,Maybe,False,6.0,6.0,,,,,No,2.0,37.0,M,,United States of America,Yes,,,,,
2017,False,,,No,Yes,Yes,Very easy,Yes,False,9.0,9.0,,,,,Yes,2.0,46.0,M,,United States of America,Yes,,,,,
2017,False,,,No,No,I don't know,Neither easy nor difficult,Maybe,True,2.0,2.0,,,,,Yes,1.0,50.0,M,,United States of America,Yes,,,,,
2017,True,,,I don't know,Yes,I don't know,Neither easy nor difficult,Yes,False,6.0,5.0,,,,,No,3.0,30.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Very easy,Yes,True,0.0,5.0,,,,,,2.0,27.0,M,,United States of America,I don't know,,,,,
2017,True,,,I don't know,I don't know,I don't know,I don't know,Yes,True,8.0,7.0,,,,,Yes,3.0,32.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Very easy,Yes,True,0.0,0.0,,,,,Yes,1.0,34.0,M,,United States of America,Yes,,,,,
2017,True,,,No,Yes,I don't know,Very easy,Yes,True,6.0,6.0,,,,,Yes,3.0,35.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Neither easy nor difficult,Maybe,False,7.0,6.0,,,,,,3.0,33.0,NB,,Switzerland,Not eligible for coverage / NA,,,,,
2017,True,,,Yes,No,Yes,Neither easy nor difficult,No,True,7.0,9.0,,,,,No,3.0,32.0,M,,India,No,,,,,
2017,False,,,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,False,6.0,5.0,,,,,Yes,2.0,31.0,M,,United States of America,Yes,,,,,
2017,False,,,No,No,Yes,Neither easy nor difficult,No,False,7.0,4.0,,,,,Yes,2.0,33.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Difficult,No,False,3.0,0.0,,,,,Yes,1.0,40.0,F,,United States of America,Yes,,,,,
2017,True,,,No,Yes,I don't know,Neither easy nor difficult,Yes,False,7.0,7.0,,,,,Yes,4.0,40.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Maybe,False,5.0,5.0,,,,,Yes,3.0,28.0,NB,,United States of America,Yes,,,,,
2017,False,,,No,No,I don't know,Difficult,No,False,6.0,3.0,,,,,No,3.0,25.0,M ,,United States of America,I don't know,,,,,
2017,True,,,Yes,Yes,Yes,Somewhat easy,Yes,True,7.0,7.0,,,,,Yes,4.0,48.0,M,,United States of America,Yes,,,,,
2017,False,,,Yes,Yes,I don't know,Difficult,Maybe,True,7.0,5.0,,,,,Yes,2.0,43.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Maybe,False,7.0,7.0,,,,,Yes,1.0,29.0,M,,United States of America,Yes,,,,,
2017,False,,,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,True,10.0,7.0,,,,,,3.0,36.0,NB,,United States of America,Not eligible for coverage / NA,,,,,
2017,True,,,No,I don't know,Yes,Very easy,Maybe,True,9.0,4.0,,,,,Yes,4.0,34.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,I don't know,Maybe,False,8.0,7.0,,,,,Yes,2.0,31.0,F,,United States of America,Not eligible for coverage / NA,,,,,
2017,True,,,I don't know,No,I don't know,Somewhat easy,Maybe,False,7.0,7.0,,,,,No,3.0,33.0,M ,,United Kingdom,Yes,,,,,
2017,False,,,Yes,Yes,I don't know,Difficult,No,False,6.0,6.0,,,,,Yes,3.0,49.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat difficult,No,False,7.0,7.0,,,,,No,4.0,30.0,F,,Australia,No,,,,,
2017,False,,,Yes,Yes,I don't know,Somewhat difficult,No,False,5.0,5.0,,,,,Yes,1.0,32.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,I don't know,No,False,8.0,4.0,,,,,No,3.0,40.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Yes,True,8.0,8.0,,,,,,3.0,28.0,M,,United Kingdom,No,,,,,
2017,True,,,I don't know,I don't know,I don't know,Difficult,No,False,8.0,4.0,,,,,No,3.0,21.0,F,,India,No,,,,,
2017,True,,,Yes,Yes,I don't know,Somewhat easy,Maybe,False,7.0,5.0,,,,,Yes,1.0,46.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Neither easy nor difficult,Maybe,False,10.0,6.0,,,,,,3.0,20.0,M,,Germany,Not eligible for coverage / NA,,,,,
2017,False,,,I don't know,Yes,I don't know,Very easy,Yes,True,8.0,6.0,,,,,Yes,2.0,30.0,M,,United States of America,Yes,,,,,
2017,True,,,Yes,I don't know,I don't know,Somewhat easy,Yes,False,8.0,8.0,,,,,No,2.0,44.0,F,,United States of America,I don't know,,,,,
2017,True,,,I don't know,No,I don't know,I don't know,Maybe,False,7.0,5.0,,,,,No,3.0,35.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,No,I don't know,Very easy,Yes,True,7.0,7.0,,,,,No,4.0,35.0,M,,United Kingdom,I don't know,,,,,
2017,True,,,No,No,I don't know,I don't know,Maybe,False,10.0,8.0,,,,,No,2.0,30.0,M,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,Yes,Very easy,Yes,False,7.0,7.0,,,,,No,3.0,22.0,F,,United States of America,I don't know,,,,,
2017,True,,,No,Yes,I don't know,Difficult,No,False,7.0,7.0,,,,,Yes,3.0,41.0,M,,United States of America,Yes,,,,,
2017,True,,,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,False,4.0,4.0,,,,,No,3.0,32.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,I don't know,Very easy,Yes,False,8.0,8.0,,,,,Yes,4.0,48.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Neither easy nor difficult,No,False,8.0,0.0,,,,,,2.0,32.0,M,,Germany,Yes,,,,,
2017,False,,,No,I don't know,I don't know,I don't know,No,False,8.0,5.0,,,,,No,2.0,30.0,M,,United States of America,I don't know,,,,,
2017,False,,,No,No,Yes,Difficult,Yes,True,7.0,3.0,,,,,No,3.0,45.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Difficult,No,False,3.0,0.0,,,,,No,2.0,32.0,NB,,United Kingdom,No,,,,,
2017,False,,,No,No,I don't know,I don't know,Yes,False,9.0,0.0,,,,,No,1.0,30.0,m,,United States of America,I don't know,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,No,False,3.0,3.0,,,,,No,2.0,32.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,No,False,5.0,4.0,,,,,Yes,2.0,37.0,F,,United States of America,Yes,,,,,
2017,True,,,No,No,Yes,Very easy,Yes,False,0.0,0.0,,,,,No,3.0,30.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,No,Somewhat difficult,Maybe,False,7.0,3.0,,,,,,2.0,35.0,F,,United Kingdom,No,,,,,
2017,True,,,I don't know,I don't know,I don't know,I don't know,Maybe,False,7.0,5.0,,,,,No,2.0,37.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,Yes,Neither easy nor difficult,Maybe,True,5.0,4.0,,,,,Yes,3.0,26.0,M,,United Kingdom,No,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Maybe,False,3.0,3.0,,,,,Yes,3.0,50.0,M,,United States of America,Yes,,,,,
2017,True,,,No,No,I don't know,Somewhat easy,Maybe,False,2.0,2.0,,,,,No,2.0,32.0,m,,United States of America,I don't know,,,,,
2017,True,,,I don't know,Yes,Yes,Very easy,Yes,False,8.0,8.0,,,,,No,3.0,32.0,M,,United States of America,I don't know,,,,,
2017,True,,,No,No,No,Somewhat difficult,Maybe,False,2.0,2.0,,,,,,4.0,23.0,M,,United States of America,Not eligible for coverage / NA,,,,,
2017,True,,,I don't know,Yes,I don't know,I don't know,No,False,5.0,4.0,,,,,No,3.0,40.0,F,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,I don't know,Somewhat difficult,Maybe,False,0.0,0.0,,,,,No,1.0,36.0,M,,United States of America,I don't know,,,,,
2017,True,,,I don't know,No,I don't know,I don't know,Maybe,True,5.0,5.0,,,,,No,3.0,24.0,F,,United States of America,I don't know,,,,,
2017,True,,,No,I don't know,I don't know,I don't know,Yes,False,7.0,7.0,,,,,No,2.0,29.0,F,,United States of America,Yes,,,,,
2017,True,,,No,I don't know,I don't know,I don't know,Maybe,False,6.0,2.0,,,,,No,1.0,28.0,M,,United States of America,Yes,,,,,
